sentence,Valence,Arousal
"You think this is wrong, don't you; this yard, this chair?  I want you to be ready for me.  I don't want to win you away from anything.",2.0,3.0
"You think this is wrong, this chair, this yard.  I want you to be ready for me.  I don't want to win you away from anything.",2.5,4.0
You think. [LAUGHTER],4.5,3.5
"You too, thank you so much, have a wonderful day.",4.0,2.0
You too.,3.0,2.5
You understand that the contents of my bag- The contents of my bag cost a hundred and fifty dollars.,3.0,3.0
You understand?,3.0,2.5
You wanna get married again?,3.0,3.5
You want me tell you that I'm okay with it?,2.0,2.0
You want me to get some champagne?,3.0,3.0
You want me to go get some champagne?,3.1666666666666665,3.1666666666666665
You want my jacket?,3.0,2.5
You want some brandy?,3.0,2.5
You want this to be like the other time right?  That's it right?,3.3333,2.3333
"You want this to be like the other time, right? That's it. Right?",3.0,2.3333
"You want this to be like the other times, right?",3.0,2.5
You want to get married again?,2.6666666666666665,3.0
You want to get some champagne?,2.5,2.5
You want to go get some champagne?,3.0,3.5
You want to make sure that your father's not going to...,3.0,2.6667
You went out of your way to torture me over Peter Burden.,2.2222222222222223,3.1666666666666665
You were at a party? And she's like hey. You seem unattached she's like.,4.0,3.5
"You were fine during the phone call from Marge, dinner was okay, doing the dishes was no problem, let's see, I took a shower, you watched the news, you said",2.5,3.5
"You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see, I took a shower.  Uh, you watched the news.  You said the grunions are running tonight.  I said great, let's go.  I feel lucky tonight.",2.0,4.0
"You were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem. Let's see. I took a shower. You were watching the news. You said Augie, I think the grunion are running. I said great, let's go. I feel lucky tonight.",3.0,3.3333
"You were fine during the phone call with Marge, dinner was okay, doing the dishes was no problem.",2.3333,3.3333
You were like...,3.5,2.0
You were standing at the beginning and you directed me.,2.5,3.0
"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",3.0,2.5
"You will get your license, sir, you have to go fill out-- --another copy...excuse me?",2.5,4.0
"You won't be. I'll be back; I'll be back before you know it. All right, and",3.5,3.0
You won't even know your child when you come back.  This -- isn't there someone you could talk to?,1.5,3.5
"You won't have trouble, You won't have trouble.",4.0,2.5
You work here.,1.0,4.0
You worked the whole thing up in your jealous imagination.,2.5,3.0
You you record every second.  You record every second because I want to see it all.  Okay?,2.6667,3.3333
You'd always be so ambiguous.,4.0,2.5
You'd better turn that off I think.,2.5,3.0
"You'd have to, like go somewhere else, and, you know, we would be apart, and that would suck.",4.0,3.0
You'd leave that business.,2.3333,2.3333
"You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome.",4.0,4.0
You'll have to send me pictures and letters everyday.,1.0,3.0
"You'll videotape everything, yeah?",1.5,2.0
You're a beast. I hate you. Stop it. Stop it.,1.0,4.5
You're a considerate fella and there's nothing wrong in that.,3.0,2.6667
"You're a considerate fellow, there's nothing wrong in that.",3.3333,2.6667
You're a considerate fellow.  There is nothing wrong in that.,4.0,3.5
You're a considerate fellow.  There's nothing wrong in that.,3.2777666666666665,2.555566666666667
You're a considerate fellow.  There's nothing wrong with that.,3.5,2.5
You're a evil vampire and I hope to God I never see you again as long as I live.,1.5,4.0
"You're a mean, evil minded",1.5,4.0
"You're a mean, evil minded, little tempered witch. I hope to God I never set eyes on you again as long as I live. Whore.",1.5,3.5
You're a smart person.  There are other things you can do.,2.5,2.0
"You're a vile tempered, loose living, wicked little beast and I hope I never see you again as long as I live.",1.5,4.0
"You're a vile tempered, loose living, wicked little beast. And I hope I never see you again as long as I live.",2.0,3.5
"You're a vile tempered, loosed living",1.5,3.0
"You're a vile, tempered, loose living, wicked little beast and I hope to never see you again as long as I live.",1.5,4.5
You're a wicked little vampire.  And I pray to God I never set eyes on you again as long as I live.,1.0,5.0
You're a wild and crazy woman.,4.0,3.5
"You're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not.",2.0,3.0
You're an autono- autonomous human being.  You could- You could go into the com-,2.5,4.0
You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,2.5,3.0
You're crazy.,2.3333,3.6667
You're far too temperamental.  Try to control yourself.,2.0,4.0
You're getting close to the beach.  I mean geez.,4.0,3.5
You're going to be fine.,2.0,2.0
You're going to be here and I'm going to be in LA so we can be together now.  I mean we can be in the same city.,5.0,4.5
You're going to fill out a form on your desk,2.5,3.5
"You're going to have so much fun.  And there's lo- tons of people, you're going to meet so many people, I'm going to meet so many people too, because we're going to be there together.",4.5,3.5
You're going to have to get like a nine millimeter because U.S.C.'s like in South Central.,4.0,3.0
You're going to have to go back again.,1.5,4.5
"You're going to have to just be patient with us, sir, as we",3.0,3.0
You're going with the same ones?,3.0,3.5
"You're gonna be so busy, too. You're going to have to work so hard.",4.0,2.0
"You're gonna have to.  I mean, you're a great father.  You can do it.  I know you can.",2.0,2.5
You're half the reason I'm going. [LAUGHTER],4.5,4.0
You're just fine with this?,2.0,3.0
You're just going to leave the business?  You have a business here.  You can't do that.,1.5,4.5
You're just going to pick up and leave me and our baby and miss a year of our lives?,2.0,4.0
You're just going to put it back on my account.,3.0,2.0
"You're kidding me, right.  You're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that I've gone through.  I paid for my ticket.  All I expect is to safely get to my destination with my stuff.  Is that so much to ask?  I mean I really don't think that's that big a deal to ask you guys to have my bag in the place where I leave and then put my bag where I end up.",1.5,4.5
"You're kidding me, this is a joke.",1.5,4.0
You're like the rookie? The new kid.,3.0,3.0
"You're my best friend, we're growing up and now you're getting married. that's amazing",4.0,3.5
"You're my guiding light, then they put on that song the I've had the time of my life, that song.",4.0,4.0
You're not going like this.,1.9166666666666667,2.9166666666666665
You're not going nowhere. No you're not.,1.5,3.5
"You're not going to -- you're going to go to games, though, right? I mean, you can't go to U.S.C. and not go to a football game.",4.0,3.5
You're not going to call the other operator. You're not going to call the the other operator.,2.0,3.5
"You're not making this any easier for me, you know.  I'm the one who has to go and you're really not helping.",1.5,4.0
You're not pregnant or anything.,4.0,2.5
You're not really giving me a lot of options.,2.0,3.5
You're not sorry you came.,3.0,2.25
You're not sorry you came?,3.2,2.8
"You're not very funny, dear.  You better have some more brandy.",2.5,2.5
You're not.,1.875,3.125
You're okay,3.0,2.5
"You're only twenty five, okay? Some people don't start until they're thirty five.",2.5,3.0
You're quite insufferable,2.5,2.5
"You're quite insufferable, I expect it's because you are drunk.",2.0,2.5
"You're quite insufferable, I expect it's because you're drunk.",1.5,3.5
You're quite insufferable.  I do imagine it's because you're drunk.,2.0,4.0
You're quite insufferable.  I expect it's because you're drunk.,1.75,3.5
You're quite insufferable.  I expected it's because you're drunk.,2.0,3.5
You're quite insufferable. I expect it's because you're drunk.,2.5,3.0
You're right sir.  It is your particular situation but I will call the other operator.  I will explain to them what's going on. You won't have to tell your story again.,3.0,3.0
You're saving the environment. mmhmm,2.5,2.0
You're smart.  You could go back to school--,2.0,3.5
You're testing my goddamn patience.,1.5,4.5
"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?",2.5,3.5
"You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.",2.0,1.5
"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",2.0,4.0
You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.,1.5,3.0
You're the only one I know that still loves his parents.,4.25,3.5
You're the only one I know who loves his parents.,3.8333333333333335,2.6666666666666665
You're the only one who still loves his parents.,4.0,1.6667
You're very helpful.  What's your name?,2.5,3.0
You're welcome,3.5,2.0
You're welcome.,3.5,2.5
You're what-you're going to leave the business? But you can't do that. What the hell is this?,2.3333,4.0
You've already checked? Can you check again? [garbage],3.0,4.0
You've always had a weak head.,2.0,2.375
You've always had far too temperamental for yourself. You should try to control it.,2.0,3.0
"You've been doing a lot of work for it, right?",3.0,2.3333
You've been kind of embarrassed ever since I got here.,3.0,2.0
You've been looking for a job for a long time; that was a long time ago.  Right?,3.0,3.0
You've been sort of embarrassed since I got here.,2.5,3.0
You've been taking care of it all?,2.5,2.0
You've got a business here.  What the hell is this?,1.75,4.25
"You've got a lot- oh, awesome.",4.0,2.5
You've got a point there.,3.5,3.0
You've got to believe. You've got to--,2.5,3.5
You've got to love that.,4.0,3.5
You've got to tell me.,2.3889,2.3889
You've gotta tell me.,3.0,2.75
You've lost your connection.,3.0,2.5
"You've made a pledge to us, too.  Remember that day, we stood in front of each other and said 'til death do us part.  Put on some rings and it's supposed to mean something.",2.0,3.0
"You, You are too much, I can't handle it.",3.0,3.0
"You, above all, have got to believe.  You.",2.6667,3.3333
"You, above all, have to believe.",2.0,3.3333
"You- You can ask her if you want, but she's busy and she probably won't answer you.",2.5,3.0
You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.,3.0,3.0
You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,2.0,4.5
You- you- you'll find.,3.5,3.5
You- you- you- you're misunderstanding me.  You're going to do that.,3.0,3.5
You--,2.5,2.0
"You-You can't be working as a restaurant manager, I mean, come on.",2.0,3.0
"You...You're an evil minded, self-centered little wench and I never want to see you again.",1.0,4.5
"Your Your mom, you want me to move in with your mom?",1.5,4.0
"Your housing, books, everything? That is incredible.",3.5,3.5
Yours.  I don't--,4.0,2.0
[BREATHING],2.8602161290322576,2.7096774193548385
[BREATHING] And then you've been kind of...,3.5,2.0
[BREATHING] Brian-,3.5,2.5
[BREATHING] Have you asked Annie yet?,2.5,3.5
"[BREATHING] I mean, there's nothing really to talk about.  He's gone and I'll never see him again.",2.0,1.5
[BREATHING] It's so hot in here. Hoo.,3.0,3.3333
[BREATHING] So what do you think?,3.0,3.5
"[BREATHING] So, you know I've been hearing back from some colleges.",4.0,4.0
[BREATHING] Thank you.,4.0,2.6667
[BREATHING] Umm.,2.5,2.5
"[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?",2.0,3.5
[BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.,2.0,3.5
"[BREATHING] You know, it's lovely here.  The air is sweet.",3.3333,2.0
[BREATHING] [LAUGHTER],4.0,3.5
[BREATHING] that's good.,4.0,2.5
[BREATHING]. Geez.,2.0,1.5
[GARBAGE],2.1666499999999997,3.0
[GARBAGE] Annie,4.0,3.0
"[GARBAGE] No, I wouldn't, but I--",2.5,2.5
"[GARBAGE] No, you're not.",1.5,4.0
[GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.,4.0,4.5
[GARBAGE] You have to write me everyday.,2.0,3.0
[LAUGHTER],4.433335,3.6166650000000002
"[LAUGHTER] All right.  I'm sorry, sir that you've been having a hard time.",4.0,2.0
[LAUGHTER] And very much sillier.,4.0,3.0
[LAUGHTER] Are you asking me on a date?,4.5,4.5
[LAUGHTER] Cat babies.,4.6667,4.3333
[LAUGHTER] Don't laugh at me I'm being serious.,4.5,4.0
"[LAUGHTER] God, it sent shivers up my spine.",4.0,4.0
[LAUGHTER] Good luck.,5.0,4.5
[LAUGHTER] Guess who just got hitched?,5.0,4.5
[LAUGHTER] Hello? I am not.,4.0,4.0
[LAUGHTER] I am sil,4.0,3.5
[LAUGHTER] I know. I mean part of-,4.5,4.0
[LAUGHTER] I shall never forget his face.,4.5,4.0
[LAUGHTER] I think I shall do a court curtsey.,4.0,2.5
[LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around,4.0,3.5
[LAUGHTER] I'll never forget his face. [LAUGHTER],4.0,4.5
"[LAUGHTER] It's gotta be it, like-",4.5,4.5
[LAUGHTER] It's safe around there.,4.5,4.5
[LAUGHTER] Mind your own business.,4.0,2.5
[LAUGHTER] Mmm.,4.5,3.5
[LAUGHTER] No.,3.6667,2.6667
"[LAUGHTER] Oh, I'm going to be working too, I mean.",4.5,4.0
"[LAUGHTER] Oh, darling.  You mustn't be serious, that's just what they want.",4.5,3.5
"[LAUGHTER] Oh, it'll be awesome, that's for sure.",5.0,4.0
"[LAUGHTER] Oh, the things that ought to matter most dreadfully don't seem to matter at all when one's happy, do they?",4.0,4.0
[LAUGHTER] Okay.  Hold on.,4.3333,3.3333
[LAUGHTER] So nasty. No you... dirty me?,4.5,4.5
"[LAUGHTER] Thanks, yes, thanks, yes That'll be cool.",4.5,3.0
[LAUGHTER] That sent shivers up my spine.,4.0,4.0
"[LAUGHTER] That was quit a rouser, wasn't it?",4.5,4.5
[LAUGHTER] That was the first time you hit me.,3.5,2.5
[LAUGHTER] That's a very good idea.  I think I will.,4.5,3.5
[LAUGHTER] That's more than I needed to know.,4.5,4.0
[LAUGHTER] That's really romantic.,4.0,3.0
[LAUGHTER] Uh- Drowsy.,4.5,4.0
"[LAUGHTER] Utterly, utterly ridiculous.",4.0,3.0
[LAUGHTER] We were very much younger then.,4.0,2.5
[LAUGHTER] Well you paint a romantic picture.,4.5,4.0
[LAUGHTER] What will I do with a fortune?,4.5,3.5
[LAUGHTER] Why did she pick you? Where were you?,5.0,4.0
"[LAUGHTER] Yeah, uh. No.",4.5,4.5
[LAUGHTER] Yeah.  That was the first time you ever hit me.,4.0,3.0
[LAUGHTER] Yeah.  Usually.,4.0,3.0
[LAUGHTER] You're probably right.  He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.,4.0,3.5
[LAUGHTER] by yourself.,5.0,4.5
"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",4.5,4.5
[LAUGHTER].,4.25,3.75
[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,4.5,4.0
"[LAUGHTER]. God, I kissed Annie. I kissed Annie. How long, how long I've been waiting to kiss you.",5.0,4.0
"[LAUGHTER]. I'm so excited, Joe. Oh, man, I-- And I got in--I got into the school of theatre, so it's like-",4.5,2.5
"[LAUGHTER]. No, you'd get used to it.",4.0,3.5
"[LAUGHTER]. Oh, Joe, I'm so happy.",5.0,3.0
"[LAUGHTER]. You mustn't be serious, my dear one, that's what they want.",3.5,3.5
"[garbage] Darling, kiss me before your body rots and worms start popping in and out of your eye sockets.",4.5,4.5
"[garbage] I don't know.  It's just,",2.0,3.5
"[garbage] I know, I know, I know, we'll figure it out.  Right?  [garbage] it is going to be so much fun.",3.0,3.5
"[garbage] I'm going to live on campus.  I mean, well, around campus, anyway.  Yeah, housing around campus.",4.0,2.5
[garbage] who knows?,3.5,3.0
"[garbage], No, I didn't.  You worked the whole thing up in your jealous imagination.",2.5,2.5
[laughter],4.5,4.0
a kind of responsibility.  Man for man.  You understand me?  And then I went home and it was incredible.,2.0,3.0
a little bit of the unexplainable.  I don't see how you cannot be interested.,3.0,3.5
a major part of your life and then they're gone.  And I don't know.  That's not really -- it's never really happened to me before.,2.0,2.5
a part left than I can do.,2.5,3.0
a sort of responsibility man for man.  You understand me?,3.0,3.0
actually I was hoping to go a little bit further up the coast to get away from the lights and the people but I was afraid I will miss it.  How are you doing?,4.0,3.0
"actually, you know, there's this- there's this really cool restaurant, um, I don't know if you-  it's Red Lobster.  It's like down on",4.0,3.5
"adder don't snap, they sting.",3.0,3.0
ah.,2.5,3.0
"ahh I was always worried you'd be a little bit jealous of me, but I was never quite that lucky.",3.5,2.5
"ahh Yeah, this is the wrong line.  I'm sorry.  You need to go back over to line two B.  That's where you should have started from.",2.5,2.5
ahh one eight hundred three two three,3.0,2.5
"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters.",3.5,4.0
"all right, We've already checked back here for your baggage",3.0,3.5
all right- okay.  And you lost your bag? Is that- that the issue?,3.5,2.5
alright.,3.5,2.5
"although if you can't tell, it probably isn't them.  It will probably be unmistakable.  Don't you think?  How you doing?",3.0,2.5
and,4.0,2.5
and I got to - i got to work here all day long.  Okay.  I've got to deal with you people all day.,2.5,3.5
and I have This form of ID here so...,2.5,3.0
and I have gone everywhere I can think of.  I have given resumes.  I have done interviews.  I've tried to pull in favors.  I've asked everybody I know for help.  I don't know what else to do.,1.5,4.0
and I like living in LA.,4.5,3.5
"and I mean, you know, I knew my roommates and stuff but I there wasn't really that sense of community-",3.0,3.5
"and I need assistance with my...not only is my work phone, it's my home phone and look,",2.0,4.5
"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be",3.0,4.0
"and I want- I mean you know you've got to, like, do your hair.  I mean- I don't know, it's like,",2.5,3.0
"and I was pulling my hair out and it was like, oh my God.  So I just had to finish the major so now they're like, why are you an engineering major, and why are you working, trying to work at a restaurant.  And it's like I don't know just give me the damn job.",2.0,4.0
and I'll tell her how you've been behaving.,2.5,3.0
"and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job.",2.0,3.0
"and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now.",2.5,3.5
"and all that about flopping around, it's like laying eggs or what do you -- spawning or mating or something like that.",2.0,4.0
and battling through with us.,3.0,2.5
and dance naked in the place Place Vendome and rush away with all the men in the world and I shan't say a word as long as you love me best.,3.5,3.0
and everything like but,3.0,3.0
"and everything would be happy and we would have a regular wedding.  But if that can't happen here, then I'll have to get out.",2.5,3.0
and figure out where we took a turn to the worst thing.,2.5,2.5
and he just starts doing like this little spiel about me and like,4.0,4.0
"and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.",2.0,4.5
"and if we survive, if we survive that then babe, you know you know we could survive any--",3.5,2.5
"and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's-",1.0,3.5
"and it was like something like eight hundred dollars. I don't remember. It was just a lot and I have thing in front of me right now, but-",2.6667,3.3333
and it'll get taken off um- no problem you know,3.0,2.6667
"and it'll work out you know, go there and do that. Yeah, I'll be back",2.5,2.5
"and it's not here, they told me to go to this person, go to this person.  Now I'm at this person.",1.5,4.0
and just going to the funeral it's-,2.5,3.0
and like most places really.,3.0,2.5
"and like-- The football team--And like all the-...you- what I mean, like...",4.0,4.5
"and never you know, give it to anyone out, never even give out your number to any like unreliable company that you haven't heard of or anything like that, all right? Because, um, we want to- we definitely want to help you out, but-",3.0,3.6667
and now I'm talking to you.  And all I want is my money back.  That's all I'm asking for. It's not much.,2.5,3.0
"and right you know it's still- and then, you know, I mean-",3.5,3.5
and she told me to come over here and she said to fill out everything on the application and I did that.,2.0,4.3333
"and so, I mean, I got in.",4.0,3.0
"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control.",3.0,2.0
and the fish won't show up.,1.0,4.5
and the kids are paralyzed in a coma right now.,2.0,2.5
"and the worst part of it is that he was in the car with his girlfriend,",2.0,2.5
and then something like this happens you know?,2.5,1.5
"and then we'll thrash it out with dad, right mom.  Don't avoid me.",2.0,4.0
"and watch our child grow, see her take her first steps, her first words.",2.0,3.5
"and we were just out on the water and, you know, I just -- I had the ring with me.  And I was like let's do this.  And she was like okay and then we're getting married.",4.0,4.0
and we will continue to look for it and because your paper-,3.0,3.5
and we will take care of it if anything happens.  But all we can do now is ask for your patience.,3.0,3.0
"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",4.0,3.0
and we'll have that happy life.,3.0,2.5
and when you sign your ticket we could replace about fifteen percent of what's in the bag.,3.0,2.0
"and you can climb it and it's covered in algae you know. So, I wanted her to climb it to go take a picture, like, back in this little waterfall area, and she got back there and she took her picture. And then, I had her come back.  And I was going to do the same thing.",4.0,3.6667
and you filled out-,2.5,2.5
"and you popped the cork and while we were dancing, you said the softest most intimate things to me",4.0,3.5
"and, uh, throw it away. I need you to fill out a new form.",3.0,3.0
"and--I mean, my daughter--I don't want to put her in danger.  You know?  She has to stay.",2.0,2.5
are you going into the bars every night?,2.5,2.5
are you telling me you don't have a stack of them behind the desk?,2.0,3.5
"at the end of the performance, you know, like we're all clapping and stuff. And all of a sudden I look over and",3.5,4.0
"attached to it and you don't send it to me, I'm going to get very upset.",2.0,4.0
awesome.,4.5,3.0
"baby, I need you to sit down.",2.0,2.0
beating around the bush.,4.3333,4.0
because I am not getting married.,4.0,3.0
because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,2.5,4.0
"because my bag was very easy to keep track of.  It's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone.",1.5,4.5
because nobody was changed at all.  It seemed to make suckers out of a lot of guys.,2.0,2.5
because nobody was changed.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive;,2.0,2.5
because this is ridiculous?,2.0,3.5
"because what the hell did we work for?  This whole shooting match is just for you, Chris.",2.0,4.5
because you're going to take care of everything.  You're going to think of all the details that I forget.,4.0,4.0
before your body rots and worms pop out of your eye sockets.,4.0,3.5
big packet is gotta be the real thing. yeah,5.0,4.5
but,2.0,2.5
but I need to speak to somebody who can make the three check thing happen.,3.0,3.5
"but Maybe they don't want to hire me because they know me. I don't know, what's wrong with me, Is there something wrong with me?",2.0,4.0
but Unfortunately sometimes is--,2.5,3.0
"but big packet, big packet is nice",4.5,4.5
but bridesmaids aren't wearing brown and I'm not wearing brown.,3.5,3.5
"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man.  Do you understand me?",3.0,3.5
but like you know it's just - I guess we're just excited right now that we'll get to continue it together.,4.0,4.0
but they said they'd increase my pay by triple-there promotion.,2.0,3.0
but you're gonna have to go get in  that line to,3.0,4.0
"but, I mean, I'm going to do whatever I can and get back here as fast as I can.",2.5,2.5
"but, at the same time, I have been through an hour of little robot voices telling me what I needed to do.",2.0,4.0
"but, it's gonna be fine.  I'm gonna be fine.  You know I'm good at this.  I can do this.  That's why I trained all this time.  I'm good at this.  Okay?",2.0,3.6667
"but, no. See, 'cause",3.5,3.0
bye,4.0,2.0
bye bye,4.0,2.0
"call up the Sprint call center and, uh, you know. cool",3.5,2.0
calm yourself.,2.5,3.0
"calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",3.0,3.5
can they check there?,2.0,4.0
"cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",2.5,3.5
charismatic.,3.0,3.0
cool,4.0,2.0
couple hours.,2.0,2.0
dancing barefoot in the sand.,3.5,2.5
did you see much of Peter Burden after our divorce?,3.0,2.5
"dim down the lights and uh, I got on one of the tables pulled her up.",4.0,3.0
ditsy valley girls and,3.0,3.0
"do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.",3.5,3.0
do you have two forms of ID with you?,3.0,3.0
does the one that's left still laugh?,2.5,2.5
don't you-,3.0,2.0
eh- we actually--,2.5,3.0
enjoy the party as long as we can like very little quite idiotic schoolchildren. [garbage] Let's savor the delight of the moment.,4.5,4.0
exciting.,4.5,3.5
extreme request.  I want to find a job.  Everybody wants to find a job. It's really not that.,1.5,4.5
far away and he won't be here.,2.0,3.0
"father forgot about Larry, we'd have a regular wedding and everything happy.  If I can't get that here, then I'll have to get out.",2.0,2.0
feel the same way everybody else does.,2.5,2.0
"fifty dollars. No way, no.",2.5,2.5
fifty dollars?,2.5,2.5
fill out this form and wait,3.0,3.0
finally and forever,1.5,4.5
find out all this stuff.  And- and I don't know.  I think I'm going to try to live in a dorm.,4.0,3.0
fine okay.,2.5,3.5
finish your Master's that you were started never finished.,2.5,3.5
flippancy brings out the acid in their damn sweetness and light.,2.0,3.0
flippancy brings out the acid in their damned sweetness in light.,4.0,3.5
"for instance, there's this one time.  It had been raining for several days.  And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket.",3.0,4.0
"for such an inconvenience and your bag, but",2.5,2.0
forever?,2.6667,3.3333
free buffets and free events.,3.5,3.0
"from her opinion, why else would I come here?",3.5,3.5
"from her point of view, why else would I come?",3.0,3.0
gee.,1.5,3.0
get my new license.,3.0,3.5
goes up there and everyone's clapping and he's standing there and they put a spotlight on him.,4.0,4.0
good for you.,4.0,2.0
"has just rushed to my head, and I, and I mean honestly.",4.0,3.5
"he asked me to marry him, like- onstage. I was like, I couldn't believe--and I had to walk up there and I was, like I think I tripped or something.",4.5,4.0
he comes up onstage-- And the entire cast everyone just like,4.0,4.5
"he had cancer, you know?",2.0,3.0
"he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life.",2.0,3.0
he still thinks he's alive still.  I mean you could talk yourself blue in the face and there's no body and there's no grave so where are you?,2.0,3.0
"he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life.",1.5,3.0
"help Kate out with like planning stuff. I mean, if you want to.  I mean, you guys are good friends anyway so I figured, you know, if you guys want to like -- I mean, you know, I'm sure you enjoy that kind of thing.",3.5,3.5
his girlfriend got killed too.,1.5,3.0
how are you gonna prove it?  Can you prove it?,2.0,3.0
how many?,2.5,2.5
how was sick?,2.5,2.0
"hum, It doesn't seem to have worked such wonders with you.",2.0,3.0
if I call it up on the screen.,3.0,2.0
if we have three forms then I can get the hundred and fifty.,3.0,3.0
"if you ever come out to Montgomery, I mean, you know, just -- just call up, you know, call up the operator and I'll-- I'll be here. So, um.",3.5,3.0
if you're ever online or anything like that I mean just make sure it's a secure site and,3.0,3.0
in all thousand flights I've been on probably I can't even count how many flights I've been on.  This has never happened before.,1.5,3.5
is what's going to happen.,3.0,2.5
it doesn't seem to be working on you.,2.5,3.0
it is going to be so much fun. Yes.,4.5,3.0
"it leads you around in circles, you can't, there is no way to like get to a real person if you don't already know how to get to there.",2.6667,3.6667
it really freaks me out when I got my bill because it was like I don't -- I didn't spend this. This is not my charge.,2.0,3.6667
"it was good, yeah. I mean-",3.5,2.5
it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,3.0,4.0
it's a different number and everything,3.0,3.0
it's a really good school.  So,4.0,3.0
it's got that about it.,2.5,3.0
it's great. I'm a lucky man.,4.3333,3.6667
"it's just like nobody- nobody wants to hire me. It's been years, I mean, do you understand, years?  Like, I'm -- you know what I mean, it's like I've been collecting unemployment for so long now, it's just like I just -- I can't take it.  I don't know what to do.  I mean, I'm just like losing my mind.",2.0,3.3333
it's like I know as long as she's waiting I'm right again.,2.5,3.0
it's not funny. I just don't know what I'm going to do.,2.0,2.5
it's not like it just disappeared into thin air. Somebody wasn't paying attention,1.5,4.5
it's not something else. Do you know what I'm trying to say?,2.3333,3.6667
it's stupid.,2.0,3.0
it- it'll work out fine.,3.0,3.0
"its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.",4.0,4.0
just about all.,2.0,2.5
just as I want.  Ugh.,2.5,4.5
just being polite now,4.0,3.5
"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",1.5,3.0
"just some little instinctual time release firecracker went off in their little bodies and all as one, they turned and formed a line as long as the California coast and started swimming.",3.0,3.0
just things happen in life and you just...there's just no explanation you know?  We just don't...,2.5,3.0
know you applied to U.S.C..,5.0,4.5
"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",1.5,3.0
"like I paid right through your own company before my due date but it's still and it even shows my payment there, and then it charged me the late fee afterwards.",2.5,3.5
like I said before right now.,2.0,4.0
"like I think I want to get married--I want to have two weddings. One here, then one in Europe.",3.5,3.5
"like a loser, I cried.",3.5,3.0
"like all they have And I was like, what's going on?  And he like takes my hand and pulls me into the middle and he's like--you know, get's on his knee and everything--And says will you marry me? And I flipped out.",5.0,4.25
"like press nine, press zero, press back to the menu, like I can't get through to what I'm supposed to get through to.",2.0,4.3333
"like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs, like that.  There's mystery here and magic",2.5,3.0
